"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","short_ensembl","symbol"
"ENSG00000137414.7",348.315566828903,-0.014992097148803,0.227491466612167,-0.0659018000633925,0.947456007457259,0.985523869828995,"ENSG00000137414.7","ENSG00000137414","FAM8A1"
"ENSG00000254224.2",3.19449946708051,-0.0496519391228666,0.752906489741438,-0.065947019715447,0.947420005712397,0.985523869828995,"ENSG00000254224.2","ENSG00000254224","UQCRB-AS1"
"ENSG00000065665.21",1043.02901703377,-0.0114863015728242,0.174517180328957,-0.0658175977354952,0.947523045647809,0.985523869828995,"ENSG00000065665.21","ENSG00000065665","SEC61A2"
"ENSG00000213592.4",5.12720783178245,-0.0498371635899514,0.756212137062916,-0.0659036811859647,0.947454509794439,0.985523869828995,"ENSG00000213592.4","ENSG00000213592",NA
"ENSG00000196668.4",101.469756346961,0.0276718853625567,0.421845422588375,0.0655972161384767,0.947698505541246,0.985523869828995,"ENSG00000196668.4","ENSG00000196668","LINC00173"
"ENSG00000266145.1",55.7075842757317,0.0285926921873599,0.436195135991629,0.0655502316007223,0.947735913267008,0.985523869828995,"ENSG00000266145.1","ENSG00000266145","RHOT1P1"
"ENSG00000182087.14",1799.070476926,0.0062264962623466,0.0942037741611565,0.0660960382722543,0.947301364956898,0.985523869828995,"ENSG00000182087.14","ENSG00000182087","TMEM259"
"ENSG00000079999.14",403.308321609375,0.00808911339116573,0.122766344051876,0.0658903175266636,0.947465149326146,0.985523869828995,"ENSG00000079999.14","ENSG00000079999","KEAP1"
"ENSG00000159216.19",3532.92149402008,-0.0157110518206553,0.240052622254421,-0.0654483657504221,0.947817016297063,0.985523869828995,"ENSG00000159216.19","ENSG00000159216","RUNX1"
"ENSG00000196950.14",1455.63345821255,-0.0110788779098349,0.169483594691194,-0.0653684383436701,0.94788065286831,0.985531126623088,"ENSG00000196950.14","ENSG00000196950","SLC39A10"
"ENSG00000069869.17",2665.2689033498,-0.0147931769679524,0.226425083647218,-0.065333649124321,0.947908351439155,0.985531126623088,"ENSG00000069869.17","ENSG00000069869","NEDD4"
"ENSG00000115760.16",34409.1602326517,-0.00571286249272538,0.0877499673573151,-0.0651038702893505,0.948091298927197,0.985545924492076,"ENSG00000115760.16","ENSG00000115760","BIRC6"
"ENSG00000145734.20",13570.1979096429,-0.00790056427766234,0.121242196459456,-0.0651634868748384,0.948043832566489,0.985545924492076,"ENSG00000145734.20","ENSG00000145734","BDP1"
"ENSG00000103174.13",603.020613481859,0.00894083039744111,0.137064591297137,0.0652307814354375,0.947990253270521,0.985545924492076,"ENSG00000103174.13","ENSG00000103174","NAGPA"
"ENSG00000184988.8",509.019063771265,-0.0128116821987586,0.196724359020367,-0.0651250422802606,0.948074441896433,0.985545924492076,"ENSG00000184988.8","ENSG00000184988","TMEM106A"
"ENSG00000203661.4",1.74857970344415,-0.135285280652052,2.0931059008708,-0.0646337486296172,0.948465613358147,0.985584253389952,"ENSG00000203661.4","ENSG00000203661","OR2T5"
